Stock,Buy,Sell
AMM.TO,1.85,2.51
GOOG,770.99,888.28
GZZ.V,0.32,0.35
RDU.V,0.14,0.17
AAPL,104.75,121.84
FB,126.06,133.79
MSFT,57.1,60.6
TEVA,49.63,54.95
PLI.TO,2.83,2.98
PYR.V,0.18,0.2
EPL.V,0.14,0.16
