Stock,Buy,Sell
AMM.TO,1.39,1.74
GOOG,738.4,782.19
GZZ.V,0.31,0.34
RDU.V,0.12,0.14
AAPL,106.31,130.56
MUX.TO,3.43,3.9
FB,115.81,141.37
MSFT,57.52,65.61
TEVA,37.91,40.83
PLI.TO,2.53,2.69
PYR.V,0.19,0.21
EPL.V,0.15,0.16
