Stock,Buy,Sell
AMM.TO,1.65,2.07
GOOG,766.4,811.84
GZZ.V,0.33,0.36
RDU.V,0.13,0.16
AAPL,111.49,136.92
MUX.TO,4.14,4.71
FB,124.31,151.74
MSFT,58.69,66.93
TEVA,39.6,42.65
PLI.TO,2.65,2.81
PYR.V,0.19,0.21
EPL.V,0.12,0.13
