Stock,Buy,Sell
AMM.TO,1.65,2.23
GOOG,759.02,874.49
GZZ.V,0.31,0.35
RDU.V,0.14,0.17
AAPL,109.14,126.95
MUX.TO,4.66,4.94
FB,124.75,132.4
MSFT,56.27,59.71
TEVA,50.13,55.51
PLI.TO,2.83,2.97
PYR.V,0.2,0.23
EPL.V,0.14,0.15
