Stock,Buy,Sell
AMM.TO,1.58,2.03
GOOG,755.09,860.47
GZZ.V,0.3,0.34
RDU.V,0.12,0.15
AAPL,103.51,110.19
FB,123.02,141.03
MSFT,57.63,60.14
PLI.TO,2.7,2.83
PYR.V,0.19,0.22
VOW3.DE,115.91,131.11
EPL.V,0.14,0.15
