Stock,Buy,Sell
AMM.TO,1.93,2.48
GOOG,762.74,869.19
GZZ.V,0.3,0.34
RDU.V,0.13,0.15
AAPL,105.98,112.82
FB,121.13,138.87
MSFT,57.15,59.63
PLI.TO,2.68,2.81
PYR.V,0.21,0.24
VOW3.DE,113.88,128.81
EPL.V,0.15,0.17
